data,data_prazo,mes,ano,processo,cliente,area,responsavel,risco,status_prazo,valor_causa,empresa
2026-08-28,2026-08-02,Agosto,2026,2000170-55.2026.8.26.6258,Serra Café,Cível,Carlos Nogueira,Baixo,Vencido,129581.17,Dobra Legal
2026-08-28,2026-10-11,Outubro,2026,2000171-55.2026.8.26.7143,Casa Norte,Família,Carlos Nogueira,Baixo,Próximo,185490.02,Dobra Legal
2026-08-28,2026-07-20,Julho,2026,2000172-55.2026.8.26.2349,Helix Saúde,Trabalhista,Fernanda Lima,Médio,Concluído,22107.81,Dobra Legal
2026-08-28,2026-07-25,Julho,2026,2000173-55.2026.8.26.7950,Helix Saúde,Trabalhista,Fernanda Lima,Médio,Próximo,370518.56,Dobra Legal
2026-08-28,2026-06-19,Junho,2026,2000174-55.2026.8.26.3519,Atlas Ltda,Tributário,Juliana Alves,Baixo,Próximo,20542.68,Dobra Legal
2026-08-28,2026-08-04,Agosto,2026,2000175-55.2026.8.26.4729,Costa Farma,Tributário,Carlos Nogueira,Baixo,Pendente,340623.50,Dobra Legal
2026-08-28,2026-06-05,Junho,2026,2000176-55.2026.8.26.2938,Sul Minas,Cível,Fernanda Lima,Baixo,Concluído,613655.06,Dobra Legal
2026-08-28,2026-06-19,Junho,2026,2000177-55.2026.8.26.9238,Helix Saúde,Empresarial,Juliana Alves,Médio,Concluído,176977.55,Dobra Legal
2026-08-28,2026-09-21,Setembro,2026,2000178-55.2026.8.26.1504,Rio Branco,Trabalhista,Fernanda Lima,Baixo,Concluído,391547.86,Dobra Legal
2026-08-28,2026-10-18,Outubro,2026,2000179-55.2026.8.26.3360,Delta Log,Contratos,Juliana Alves,Alto,Concluído,25535.24,Dobra Legal
2026-08-28,2026-10-21,Outubro,2026,2000180-55.2026.8.26.1684,Atlas Ltda,Família,Fernanda Lima,Baixo,Concluído,884093.82,Dobra Legal
2026-08-28,2026-08-18,Agosto,2026,2000181-55.2026.8.26.6633,Lumen Tech,Tributário,Fernanda Lima,Baixo,Concluído,71065.22,Dobra Legal
2026-08-28,2026-08-04,Agosto,2026,2000182-55.2026.8.26.3971,Boa Vista,Cível,Fernanda Lima,Baixo,Concluído,621943.37,Dobra Legal
2026-08-28,2026-06-18,Junho,2026,2000183-55.2026.8.26.4234,Boa Vista,Tributário,Juliana Alves,Baixo,Concluído,67201.44,Dobra Legal
2026-08-28,2026-06-18,Junho,2026,2000184-55.2026.8.26.6206,Rio Branco,Tributário,Juliana Alves,Médio,Próximo,172381.32,Dobra Legal
2026-08-28,2026-07-10,Julho,2026,2000185-55.2026.8.26.6971,Aurora Moda,Tributário,Rafael Mendes,Baixo,Pendente,89141.12,Dobra Legal
2026-08-28,2026-09-20,Setembro,2026,2000186-55.2026.8.26.6889,Orbit Educação,Contratos,Juliana Alves,Alto,Concluído,342350.12,Dobra Legal
2026-08-28,2026-08-18,Agosto,2026,2000187-55.2026.8.26.2783,Pulse Varejo,Contratos,Fernanda Lima,Baixo,Pendente,182957.67,Dobra Legal
2026-08-28,2026-07-06,Julho,2026,2000188-55.2026.8.26.4218,Costa Farma,Contratos,Mariana Costa,Médio,Próximo,28495.87,Dobra Legal
2026-08-28,2026-06-08,Junho,2026,2000189-55.2026.8.26.7637,Boa Vista,Trabalhista,Mariana Costa,Médio,Próximo,868195.78,Dobra Legal
2026-08-28,2026-10-17,Outubro,2026,2000190-55.2026.8.26.3435,Pampa Alimentos,Tributário,Rafael Mendes,Alto,Concluído,819968.05,Dobra Legal
2026-08-28,2026-08-14,Agosto,2026,2000191-55.2026.8.26.9210,Casa Norte,Cível,Carlos Nogueira,Baixo,Concluído,26626.78,Dobra Legal
2026-08-28,2026-07-13,Julho,2026,2000192-55.2026.8.26.3299,Céu Soft,Trabalhista,Rafael Mendes,Médio,Próximo,797823.99,Dobra Legal
2026-08-28,2026-07-08,Julho,2026,2000193-55.2026.8.26.8921,Pampa Alimentos,Cível,Rafael Mendes,Médio,Próximo,66011.56,Dobra Legal
2026-08-28,2026-09-03,Setembro,2026,2000194-55.2026.8.26.4387,Casa Norte,Empresarial,Carlos Nogueira,Baixo,Concluído,403417.28,Dobra Legal
2026-08-28,2026-06-11,Junho,2026,2000195-55.2026.8.26.6309,Helix Saúde,Contratos,Fernanda Lima,Médio,Vencido,181431.83,Dobra Legal
2026-08-28,2026-08-07,Agosto,2026,2000196-55.2026.8.26.3848,Serra Café,Contratos,Carlos Nogueira,Baixo,Pendente,25166.63,Dobra Legal
2026-08-28,2026-09-05,Setembro,2026,2000197-55.2026.8.26.4651,Casa Norte,Tributário,Juliana Alves,Médio,Vencido,159159.14,Dobra Legal
2026-08-28,2026-10-02,Outubro,2026,2000198-55.2026.8.26.1108,Casa Norte,Trabalhista,Carlos Nogueira,Baixo,Próximo,25145.41,Dobra Legal
2026-08-28,2026-08-11,Agosto,2026,2000199-55.2026.8.26.4062,Pulse Varejo,Empresarial,Fernanda Lima,Médio,Concluído,26611.10,Dobra Legal
2026-08-28,2026-09-15,Setembro,2026,2000200-55.2026.8.26.2856,Rio Branco,Contratos,Carlos Nogueira,Baixo,Próximo,648373.88,Dobra Legal
2026-08-28,2026-09-14,Setembro,2026,2000201-55.2026.8.26.1706,Orbit Educação,Família,Fernanda Lima,Baixo,Concluído,611757.26,Dobra Legal
2026-08-28,2026-10-25,Outubro,2026,2000202-55.2026.8.26.3725,Costa Farma,Trabalhista,Fernanda Lima,Alto,Concluído,890773.11,Dobra Legal
2026-08-28,2026-06-05,Junho,2026,2000203-55.2026.8.26.5644,Forge Engenharia,Trabalhista,Carlos Nogueira,Médio,Próximo,401422.34,Dobra Legal
2026-08-28,2026-07-14,Julho,2026,2000204-55.2026.8.26.7730,Terra Nova,Trabalhista,Fernanda Lima,Médio,Concluído,83942.78,Dobra Legal
2026-08-28,2026-10-09,Outubro,2026,2000205-55.2026.8.26.6614,Céu Soft,Família,Fernanda Lima,Baixo,Concluído,333964.66,Dobra Legal
2026-08-28,2026-06-28,Junho,2026,2000206-55.2026.8.26.9564,Casa Norte,Contratos,Carlos Nogueira,Médio,Concluído,628889.57,Dobra Legal
2026-08-28,2026-09-30,Setembro,2026,2000207-55.2026.8.26.1639,Sul Minas,Família,Mariana Costa,Baixo,Próximo,92863.51,Dobra Legal
2026-08-28,2026-10-17,Outubro,2026,2000208-55.2026.8.26.8069,Casa Norte,Tributário,Juliana Alves,Alto,Próximo,728686.88,Dobra Legal
2026-08-28,2026-10-02,Outubro,2026,2000209-55.2026.8.26.7246,Pampa Alimentos,Família,Fernanda Lima,Baixo,Próximo,72144.58,Dobra Legal
2026-08-28,2026-07-30,Julho,2026,2000210-55.2026.8.26.2373,Delta Log,Família,Fernanda Lima,Baixo,Vencido,64175.02,Dobra Legal
2026-08-28,2026-06-02,Junho,2026,2000211-55.2026.8.26.2930,Casa Norte,Cível,Carlos Nogueira,Médio,Pendente,154166.08,Dobra Legal
2026-08-28,2026-06-28,Junho,2026,2000212-55.2026.8.26.5155,Costa Farma,Família,Carlos Nogueira,Médio,Concluído,682668.16,Dobra Legal
2026-08-28,2026-09-10,Setembro,2026,2000213-55.2026.8.26.7770,Sul Minas,Família,Carlos Nogueira,Baixo,Próximo,766473.41,Dobra Legal
2026-08-28,2026-08-04,Agosto,2026,2000214-55.2026.8.26.6641,Serra Café,Contratos,Rafael Mendes,Alto,Vencido,27478.14,Dobra Legal
2026-08-28,2026-09-23,Setembro,2026,2000215-55.2026.8.26.3650,Helix Saúde,Trabalhista,Fernanda Lima,Baixo,Próximo,179254.64,Dobra Legal
2026-08-28,2026-06-14,Junho,2026,2000216-55.2026.8.26.1086,Forge Engenharia,Trabalhista,Carlos Nogueira,Alto,Concluído,292339.70,Dobra Legal
2026-08-28,2026-08-07,Agosto,2026,2000217-55.2026.8.26.2311,Terra Nova,Cível,Carlos Nogueira,Alto,Concluído,365955.18,Dobra Legal
2026-08-28,2026-10-12,Outubro,2026,2000218-55.2026.8.26.1941,Pulse Varejo,Contratos,Carlos Nogueira,Baixo,Concluído,91218.16,Dobra Legal
2026-08-28,2026-10-11,Outubro,2026,2000219-55.2026.8.26.1550,Terra Nova,Família,Fernanda Lima,Médio,Concluído,650844.87,Dobra Legal
2026-08-28,2026-06-10,Junho,2026,2000220-55.2026.8.26.1004,Pulse Varejo,Cível,Juliana Alves,Médio,Concluído,170858.37,Dobra Legal
2026-08-28,2026-09-12,Setembro,2026,2000221-55.2026.8.26.9482,Atlas Ltda,Contratos,Mariana Costa,Alto,Pendente,685348.14,Dobra Legal
2026-08-28,2026-10-22,Outubro,2026,2000222-55.2026.8.26.6703,Pampa Alimentos,Empresarial,Rafael Mendes,Médio,Vencido,78552.29,Dobra Legal
2026-08-28,2026-09-12,Setembro,2026,2000223-55.2026.8.26.5277,Pulse Varejo,Tributário,Fernanda Lima,Baixo,Pendente,25031.69,Dobra Legal
2026-08-28,2026-08-27,Agosto,2026,2000224-55.2026.8.26.9409,Costa Farma,Família,Fernanda Lima,Baixo,Vencido,415247.76,Dobra Legal
2026-08-28,2026-10-23,Outubro,2026,2000225-55.2026.8.26.4985,Aurora Moda,Tributário,Carlos Nogueira,Alto,Pendente,24819.70,Dobra Legal
2026-08-28,2026-08-06,Agosto,2026,2000226-55.2026.8.26.4610,Verde Agro,Empresarial,Carlos Nogueira,Alto,Concluído,760695.57,Dobra Legal
2026-08-28,2026-08-07,Agosto,2026,2000227-55.2026.8.26.2523,Serra Café,Contratos,Juliana Alves,Baixo,Concluído,79249.77,Dobra Legal
2026-08-28,2026-08-30,Agosto,2026,2000228-55.2026.8.26.5408,Pulse Varejo,Contratos,Rafael Mendes,Baixo,Concluído,71515.56,Dobra Legal
2026-08-28,2026-08-01,Agosto,2026,2000229-55.2026.8.26.4387,Verde Agro,Trabalhista,Rafael Mendes,Médio,Próximo,137983.72,Dobra Legal
2026-08-28,2026-06-28,Junho,2026,2000230-55.2026.8.26.2285,Rio Branco,Família,Mariana Costa,Médio,Concluído,887397.93,Dobra Legal
2026-08-28,2026-10-02,Outubro,2026,2000231-55.2026.8.26.6167,Rio Branco,Família,Juliana Alves,Baixo,Concluído,684079.99,Dobra Legal
2026-08-28,2026-07-27,Julho,2026,2000232-55.2026.8.26.3101,Nimbus SA,Família,Carlos Nogueira,Baixo,Próximo,609768.79,Dobra Legal
2026-08-28,2026-08-28,Agosto,2026,2000233-55.2026.8.26.3863,Céu Soft,Cível,Fernanda Lima,Baixo,Concluído,20118.20,Dobra Legal
2026-08-28,2026-07-24,Julho,2026,2000234-55.2026.8.26.2650,Aurora Moda,Empresarial,Fernanda Lima,Alto,Concluído,81554.03,Dobra Legal
2026-08-28,2026-07-31,Julho,2026,2000235-55.2026.8.26.6621,Pampa Alimentos,Trabalhista,Carlos Nogueira,Baixo,Concluído,378099.77,Dobra Legal
2026-08-28,2026-09-04,Setembro,2026,2000236-55.2026.8.26.7563,Costa Farma,Tributário,Rafael Mendes,Médio,Concluído,805803.57,Dobra Legal
2026-08-28,2026-06-26,Junho,2026,2000237-55.2026.8.26.4863,Sul Minas,Tributário,Carlos Nogueira,Baixo,Pendente,79135.58,Dobra Legal
2026-08-28,2026-06-03,Junho,2026,2000238-55.2026.8.26.9185,Orbit Educação,Contratos,Fernanda Lima,Médio,Concluído,178261.31,Dobra Legal
2026-08-28,2026-08-16,Agosto,2026,2000239-55.2026.8.26.1781,Serra Café,Cível,Rafael Mendes,Baixo,Concluído,158498.52,Dobra Legal
