data,mes,ano,produto,categoria,armazem,status,estoque,quantidade,valor,empresa
2026-08-01,Agosto,2026,Caderno,Acessórios,CD Recife,Disponível,110,110,6832.55,Redorai
2026-08-01,Agosto,2026,Caderno,Acessórios,CD Curitiba,Parado,164,164,17580.72,Redorai
2026-08-01,Agosto,2026,Boné,Vestuário,CD São Paulo,Disponível,66,66,2565.02,Redorai
2026-08-01,Agosto,2026,Boné,Vestuário,CD Recife,Disponível,18,18,580.02,Redorai
2026-08-01,Agosto,2026,Boné,Vestuário,CD Curitiba,Disponível,64,64,11200.12,Redorai
2026-08-01,Agosto,2026,Garrafa,Acessórios,CD São Paulo,Baixo,4,4,796.38,Redorai
2026-08-01,Agosto,2026,Garrafa,Acessórios,CD Recife,Disponível,38,38,5695.39,Redorai
2026-08-01,Agosto,2026,Garrafa,Acessórios,CD Curitiba,Ruptura,0,1,0.00,Redorai
2026-08-01,Agosto,2026,Kit onboarding,Kits,CD São Paulo,Disponível,170,170,8266.20,Redorai
2026-08-01,Agosto,2026,Kit onboarding,Kits,CD Recife,Disponível,84,84,16861.55,Redorai
2026-08-01,Agosto,2026,Kit onboarding,Kits,CD Curitiba,Parado,147,147,23657.64,Redorai
2026-08-01,Agosto,2026,Mouse pad,Acessórios,CD São Paulo,Disponível,125,125,14323.02,Redorai
2026-08-01,Agosto,2026,Mouse pad,Acessórios,CD Recife,Disponível,103,103,19415.29,Redorai
2026-08-01,Agosto,2026,Mouse pad,Acessórios,CD Curitiba,Disponível,17,17,2160.80,Redorai
2026-08-01,Agosto,2026,Cabo USB-C,Acessórios,CD São Paulo,Ruptura,0,1,0.00,Redorai
2026-08-01,Agosto,2026,Cabo USB-C,Acessórios,CD Recife,Disponível,176,176,20306.42,Redorai
2026-08-01,Agosto,2026,Cabo USB-C,Acessórios,CD Curitiba,Disponível,145,145,31654.00,Redorai
2026-08-01,Agosto,2026,Suporte notebook,Acessórios,CD São Paulo,Disponível,85,85,13237.12,Redorai
2026-08-01,Agosto,2026,Suporte notebook,Acessórios,CD Recife,Disponível,102,102,2973.23,Redorai
2026-08-01,Agosto,2026,Suporte notebook,Acessórios,CD Curitiba,Parado,165,165,20789.09,Redorai
2026-08-01,Agosto,2026,Cadeira,Mobiliário,CD São Paulo,Disponível,87,87,2979.95,Redorai
2026-08-01,Agosto,2026,Cadeira,Mobiliário,CD Recife,Disponível,117,117,20078.55,Redorai
2026-08-01,Agosto,2026,Cadeira,Mobiliário,CD Curitiba,Disponível,74,74,11015.20,Redorai
2026-08-01,Agosto,2026,Monitor 27,Informática,CD São Paulo,Disponível,8,8,207.56,Redorai
2026-08-01,Agosto,2026,Monitor 27,Informática,CD Recife,Disponível,10,10,565.83,Redorai
2026-08-01,Agosto,2026,Monitor 27,Informática,CD Curitiba,Baixo,6,6,1194.51,Redorai
