data,mes,ano,categoria,linha,natureza,valor,empresa
2026-06-01,Junho,2026,Receita,Receita serviços,Receita,9467.05,Redorai SP
2026-06-01,Junho,2026,Receita,Outras receitas,Receita,1322.47,Redorai SP
2026-06-01,Junho,2026,Custos variáveis,Custo do produto,Despesa,6147.95,Redorai SP
2026-06-01,Junho,2026,Custos variáveis,Comissões,Despesa,1861.30,Redorai SP
2026-06-01,Junho,2026,Custos variáveis,Impostos sobre vendas,Despesa,2183.75,Redorai SP
2026-06-01,Junho,2026,Custos fixos,Folha,Despesa,10941.51,Redorai SP
2026-06-01,Junho,2026,Custos fixos,Aluguel,Despesa,2438.22,Redorai SP
2026-06-01,Junho,2026,Custos fixos,SaaS e ferramentas,Despesa,964.28,Redorai SP
2026-06-01,Junho,2026,Custos fixos,Marketing,Despesa,1731.82,Redorai SP
2026-06-01,Junho,2026,Custos fixos,Informática e publicidade,Despesa,390.12,Redorai SP
2026-06-01,Junho,2026,Receita,Receita bruta vendas,Receita,13888.59,Redorai RJ
2026-06-01,Junho,2026,Receita,Receita serviços,Receita,5894.09,Redorai RJ
2026-06-01,Junho,2026,Receita,Outras receitas,Receita,832.44,Redorai RJ
2026-06-01,Junho,2026,Custos variáveis,Custo do produto,Despesa,4170.60,Redorai RJ
2026-06-01,Junho,2026,Custos variáveis,Comissões,Despesa,1269.21,Redorai RJ
2026-06-01,Junho,2026,Custos variáveis,Impostos sobre vendas,Despesa,1275.67,Redorai RJ
2026-06-01,Junho,2026,Custos fixos,Folha,Despesa,6454.57,Redorai RJ
2026-06-01,Junho,2026,Custos fixos,Aluguel,Despesa,1290.31,Redorai RJ
2026-06-01,Junho,2026,Custos fixos,SaaS e ferramentas,Despesa,640.91,Redorai RJ
2026-06-01,Junho,2026,Custos fixos,Marketing,Despesa,1070.57,Redorai RJ
2026-06-01,Junho,2026,Custos fixos,Informática e publicidade,Despesa,271.02,Redorai RJ
2026-07-01,Julho,2026,Receita,Receita bruta vendas,Receita,49378.82,Redorai
2026-07-01,Julho,2026,Receita,Receita serviços,Receita,19407.81,Redorai
2026-07-01,Julho,2026,Receita,Outras receitas,Receita,2928.74,Redorai
2026-07-01,Julho,2026,Custos variáveis,Custo do produto,Despesa,14484.89,Redorai
2026-07-01,Julho,2026,Custos variáveis,Comissões,Despesa,5136.19,Redorai
2026-07-01,Julho,2026,Custos variáveis,Impostos sobre vendas,Despesa,6219.74,Redorai
2026-07-01,Julho,2026,Custos fixos,Folha,Despesa,23381.77,Redorai
2026-07-01,Julho,2026,Custos fixos,Aluguel,Despesa,5804.19,Redorai
2026-07-01,Julho,2026,Custos fixos,SaaS e ferramentas,Despesa,2354.98,Redorai
2026-07-01,Julho,2026,Custos fixos,Marketing,Despesa,3899.52,Redorai
2026-07-01,Julho,2026,Custos fixos,Informática e publicidade,Despesa,1083.58,Redorai
2026-07-01,Julho,2026,Receita,Receita bruta vendas,Receita,20245.40,Redorai SP
2026-07-01,Julho,2026,Receita,Receita serviços,Receita,8380.59,Redorai SP
2026-07-01,Julho,2026,Receita,Outras receitas,Receita,1198.13,Redorai SP
2026-07-01,Julho,2026,Custos variáveis,Custo do produto,Despesa,6402.64,Redorai SP
2026-07-01,Julho,2026,Custos variáveis,Comissões,Despesa,2153.80,Redorai SP
2026-07-01,Julho,2026,Custos variáveis,Impostos sobre vendas,Despesa,2669.45,Redorai SP
2026-07-01,Julho,2026,Custos fixos,Folha,Despesa,9949.41,Redorai SP
2026-07-01,Julho,2026,Custos fixos,Aluguel,Despesa,2350.78,Redorai SP
2026-07-01,Julho,2026,Custos fixos,SaaS e ferramentas,Despesa,975.92,Redorai SP
2026-07-01,Julho,2026,Custos fixos,Marketing,Despesa,1889.63,Redorai SP
2026-07-01,Julho,2026,Custos fixos,Informática e publicidade,Despesa,430.97,Redorai SP
2026-07-01,Julho,2026,Receita,Receita bruta vendas,Receita,14096.84,Redorai RJ
2026-07-01,Julho,2026,Receita,Receita serviços,Receita,5297.39,Redorai RJ
2026-07-01,Julho,2026,Receita,Outras receitas,Receita,843.01,Redorai RJ
2026-07-01,Julho,2026,Custos variáveis,Custo do produto,Despesa,3682.00,Redorai RJ
2026-07-01,Julho,2026,Custos variáveis,Comissões,Despesa,1307.43,Redorai RJ
2026-07-01,Julho,2026,Custos variáveis,Impostos sobre vendas,Despesa,1368.60,Redorai RJ
2026-07-01,Julho,2026,Custos fixos,Folha,Despesa,5690.91,Redorai RJ
2026-07-01,Julho,2026,Custos fixos,Aluguel,Despesa,1338.09,Redorai RJ
2026-07-01,Julho,2026,Custos fixos,SaaS e ferramentas,Despesa,623.44,Redorai RJ
2026-07-01,Julho,2026,Custos fixos,Marketing,Despesa,976.76,Redorai RJ
2026-07-01,Julho,2026,Custos fixos,Informática e publicidade,Despesa,260.41,Redorai RJ
2026-08-01,Agosto,2026,Receita,Receita bruta vendas,Receita,47757.13,Redorai
2026-08-01,Agosto,2026,Receita,Receita serviços,Receita,20054.73,Redorai
2026-08-01,Agosto,2026,Receita,Outras receitas,Receita,2872.27,Redorai
2026-08-01,Agosto,2026,Custos variáveis,Custo do produto,Despesa,15191.46,Redorai
2026-08-01,Agosto,2026,Custos variáveis,Comissões,Despesa,5033.63,Redorai
2026-08-01,Agosto,2026,Custos variáveis,Impostos sobre vendas,Despesa,5211.80,Redorai
2026-08-01,Agosto,2026,Custos fixos,Folha,Despesa,27557.55,Redorai
2026-08-01,Agosto,2026,Custos fixos,Aluguel,Despesa,5548.57,Redorai
2026-08-01,Agosto,2026,Custos fixos,SaaS e ferramentas,Despesa,2522.40,Redorai
2026-08-01,Agosto,2026,Custos fixos,Marketing,Despesa,4344.35,Redorai
2026-08-01,Agosto,2026,Custos fixos,Informática e publicidade,Despesa,1070.06,Redorai
2026-08-01,Agosto,2026,Receita,Receita bruta vendas,Receita,20985.48,Redorai SP
2026-08-01,Agosto,2026,Receita,Receita serviços,Receita,8560.95,Redorai SP
2026-08-01,Agosto,2026,Receita,Outras receitas,Receita,1310.43,Redorai SP
2026-08-01,Agosto,2026,Custos variáveis,Custo do produto,Despesa,6491.23,Redorai SP
2026-08-01,Agosto,2026,Custos variáveis,Comissões,Despesa,1940.20,Redorai SP
2026-08-01,Agosto,2026,Custos variáveis,Impostos sobre vendas,Despesa,2641.62,Redorai SP
2026-08-01,Agosto,2026,Custos fixos,Folha,Despesa,11099.30,Redorai SP
2026-08-01,Agosto,2026,Custos fixos,Aluguel,Despesa,2210.52,Redorai SP
2026-08-01,Agosto,2026,Custos fixos,SaaS e ferramentas,Despesa,969.08,Redorai SP
2026-08-01,Agosto,2026,Custos fixos,Marketing,Despesa,1698.70,Redorai SP
2026-08-01,Agosto,2026,Custos fixos,Informática e publicidade,Despesa,424.11,Redorai SP
2026-08-01,Agosto,2026,Receita,Receita bruta vendas,Receita,12911.20,Redorai RJ
2026-08-01,Agosto,2026,Receita,Receita serviços,Receita,5379.27,Redorai RJ
2026-08-01,Agosto,2026,Receita,Outras receitas,Receita,784.39,Redorai RJ
2026-08-01,Agosto,2026,Custos variáveis,Custo do produto,Despesa,4397.08,Redorai RJ
2026-08-01,Agosto,2026,Custos variáveis,Comissões,Despesa,1250.16,Redorai RJ
2026-08-01,Agosto,2026,Custos variáveis,Impostos sobre vendas,Despesa,1589.84,Redorai RJ
2026-08-01,Agosto,2026,Custos fixos,Folha,Despesa,6463.57,Redorai RJ
2026-08-01,Agosto,2026,Custos fixos,Aluguel,Despesa,1315.98,Redorai RJ
2026-08-01,Agosto,2026,Custos fixos,SaaS e ferramentas,Despesa,608.12,Redorai RJ
2026-08-01,Agosto,2026,Custos fixos,Marketing,Despesa,919.44,Redorai RJ
2026-08-01,Agosto,2026,Custos fixos,Informática e publicidade,Despesa,245.96,Redorai RJ
